raw,pctl
165.77,0.6581817
165.76,0.6607181
165.74,0.6612254
165.73,0.6617326
165.6,0.6619863
165.59,0.664269
165.58,0.6668053
165.57,0.6678199
165.56,0.6693417
165.54,0.6695953
165.52,0.6698489
165.4,0.6701026
165.39,0.6733998
165.38,0.6756825
165.37,0.6764434
165.36,0.6782189
165.35,0.6787261
165.34,0.6789798
165.2,0.6792334
165.19,0.6830379
165.18,0.6853206
165.17,0.6863352
165.16,0.6873497
165.15,0.6876034
165.14,0.687857
165.12,0.6881106
165,0.6883643
164.99,0.6911542
164.98,0.6939442
164.97,0.6947051
164.95,0.6972415
164.8,0.6974951
164.79,0.7012996
164.78,0.7030751
164.77,0.703836
164.76,0.7048505
164.75,0.7053578
164.6,0.705865
164.59,0.7091623
164.58,0.7119523
164.57,0.7137277
164.55,0.7149959
164.52,0.7152495
164.4,0.7155032
164.39,0.7203222
164.38,0.7223513
164.37,0.7236195
164.31,0.7256485
164.2,0.7259022
164.19,0.7297067
164.18,0.732243
164.17,0.7340185
164.16,0.7347794
164.15,0.735033
164.11,0.7355403
164,0.7357939
163.99,0.7401057
163.98,0.7439102
163.97,0.7459393
163.96,0.7484757
163.95,0.7487293
163.86,0.7489829
163.8,0.7492366
163.79,0.7520265
163.78,0.7543093
163.77,0.7553238
163.6,0.7568456
163.59,0.7596356
163.58,0.7636937
163.57,0.7657228
163.56,0.7664837
163.55,0.7667373
163.48,0.7672446
163.41,0.7674982
163.4,0.7677519
163.39,0.7713028
163.38,0.7730782
163.37,0.7738391
163.36,0.7758682
163.35,0.7763755
163.34,0.7768827
163.24,0.7771364
163.2,0.77739
163.19,0.7799263
163.18,0.7822091
163.17,0.7834772
163.16,0.784999
163.09,0.7852527
163.06,0.7855063
163,0.7860136
162.99,0.790579
162.98,0.7938762
162.97,0.7943835
162.96,0.796159
162.95,0.7969199
162.93,0.7971735
162.8,0.7974271
162.79,0.7989489
162.78,0.8004707
162.77,0.8014853
162.76,0.8042753
162.75,0.8045289
162.73,0.8050362
162.6,0.8052898
162.59,0.8075725
162.58,0.8128988
162.57,0.814167
162.56,0.8164497
162.55,0.8167034
162.53,0.816957
162.4,0.8172106
162.39,0.8205079
162.38,0.8248197
162.37,0.8255806
162.36,0.8276096
162.3,0.8281169
162.2,0.8283705
162.19,0.8309069
162.18,0.8342041
162.17,0.8352187
162.16,0.8369941
162.15,0.837755
162.14,0.8380087
162,0.8382623
161.99,0.8428277
161.98,0.8458713
161.97,0.846125
161.96,0.8476468
161.95,0.848154
161.93,0.8484077
161.92,0.8486613
161.8,0.848915
161.79,0.8522122
161.78,0.8555095
161.77,0.8567776
161.75,0.8570313
161.74,0.8572849
161.73,0.8575385
161.6,0.8577922
161.59,0.8603285
161.58,0.8626112
161.57,0.864133
161.56,0.8679375
161.52,0.8686984
161.44,0.8689521
161.4,0.8692057
161.39,0.872503
161.38,0.8755466
161.37,0.8765611
161.35,0.8793511
161.32,0.8798584
161.2,0.880112
161.19,0.8826484
161.18,0.8846774
161.17,0.8872138
161.16,0.8894965
161.15,0.8902574
161,0.8907647
160.99,0.8945692
160.98,0.8973592
160.97,0.8983737
160.96,0.9006564
160.95,0.90091
160.8,0.9016709
160.79,0.9059827
160.78,0.9085191
160.77,0.9095336
160.76,0.9118163
160.74,0.91207
160.72,0.9123236
160.71,0.9125772
160.6,0.9128309
160.59,0.916889
160.58,0.9199326
160.57,0.9214544
160.56,0.9232299
160.55,0.9234835
160.54,0.9237372
160.52,0.9239908
160.44,0.9242444
160.4,0.9244981
160.39,0.9265271
160.38,0.9315998
160.37,0.9333753
160.36,0.9354043
160.35,0.9359116
160.34,0.9366725
160.2,0.9371798
160.19,0.9409843
160.18,0.9442816
160.17,0.9455497
160.16,0.9478324
160.15,0.9480861
160.13,0.948847
160.12,0.9491006
160,0.9493542
159.99,0.9541733
159.98,0.9582315
159.97,0.9605142
159.96,0.9622896
159.95,0.9633041
159.94,0.9638114
159.8,0.9640651
159.79,0.9663478
159.78,0.9706596
159.77,0.9721814
159.76,0.9742104
159.75,0.975225
159.74,0.9757322
159.72,0.9759859
159.6,0.9767468
159.59,0.9802977
159.58,0.9846095
159.57,0.9868922
159.56,0.9891749
159.55,0.9896821
159.4,0.9899358
159.39,0.9927258
159.38,0.9972912
159.37,0.9990666
159.36,1.001349
159.35,1.001857
159.23,1.00211
159.2,1.002364
159.19,1.007437
159.18,1.010227
159.17,1.01327
159,1.01606
158.99,1.019104
158.98,1.023416
158.97,1.025698
158.96,1.027981
158.95,1.028488
158.8,1.028742
158.79,1.031532
158.78,1.036097
158.77,1.037365
158.76,1.039395
158.75,1.039648
158.74,1.040155
158.6,1.040409
158.59,1.045735
158.58,1.050047
158.57,1.051315
158.55,1.053344
158.51,1.053852
158.4,1.054105
158.39,1.058924
158.38,1.063997
158.37,1.065519
158.36,1.069323
158.35,1.069577
158.2,1.070338
158.19,1.075664
158.18,1.079976
158.17,1.082005
158.16,1.086317
158.15,1.086571
158.12,1.086824
158.11,1.087078
158,1.087331
157.99,1.092151
157.98,1.09697
157.97,1.098745
157.95,1.10255
157.89,1.102803
157.8,1.103057
157.79,1.108129
157.78,1.111934
157.77,1.113202
157.76,1.115739
157.68,1.115992
157.6,1.116246
157.59,1.119543
157.58,1.125377
157.57,1.127659
157.55,1.130957
157.52,1.131464
157.45,1.131971
157.44,1.132225
157.4,1.132478
157.39,1.136029
157.38,1.141356
157.37,1.14237
157.36,1.144907
157.35,1.14516
157.33,1.146175
157.2,1.146428
157.19,1.150486
157.18,1.15632
157.17,1.157588
157.16,1.158856
157.15,1.159871
157.14,1.160378
157.13,1.160632
157.12,1.160885
157,1.161139
156.99,1.165705
156.98,1.169509
156.97,1.171538
156.95,1.173567
156.93,1.173821
156.8,1.174074
156.79,1.180415
156.78,1.18422
156.77,1.185488
156.76,1.187517
156.75,1.188024
156.6,1.188532
156.59,1.193858
156.58,1.19817
156.57,1.199945
156.56,1.201721
156.55,1.201974
156.52,1.202482
156.4,1.202735
156.39,1.207554
156.38,1.211105
156.37,1.213388
156.36,1.216431
156.35,1.216939
156.33,1.217446
156.2,1.2177
156.19,1.221251
156.18,1.225816
156.17,1.227591
156.16,1.230889
156.15,1.232157
156.13,1.232664
156,1.232918
155.99,1.238244
155.98,1.244078
155.97,1.246614
155.96,1.249911
155.95,1.250165
155.91,1.250418
155.84,1.250672
155.83,1.250926
155.8,1.251179
155.79,1.256252
155.78,1.259803
155.77,1.261325
155.76,1.264115
155.75,1.264368
155.72,1.264622
155.6,1.265383
155.59,1.269948
155.58,1.274767
155.57,1.276543
155.56,1.280855
155.55,1.281362
155.4,1.281616
155.39,1.287956
155.38,1.294551
155.37,1.296834
155.36,1.299624
155.35,1.300131
155.34,1.300638
155.2,1.301399
155.19,1.306472
155.18,1.311544
155.17,1.31332
155.16,1.316617
155.14,1.316871
155,1.317124
154.99,1.322704
154.98,1.327777
154.97,1.328031
154.96,1.329552
154.95,1.33006
154.84,1.331074
154.8,1.331328
154.79,1.337162
154.78,1.342741
154.77,1.34401
154.76,1.348829
154.75,1.349082
154.72,1.349336
154.6,1.34959
154.59,1.353648
154.58,1.358213
154.57,1.36075
154.55,1.363793
154.54,1.3643
154.53,1.364554
154.4,1.364808
154.39,1.370388
154.38,1.375714
154.37,1.376729
154.36,1.380279
154.35,1.38104
154.31,1.381548
154.29,1.381801
154.27,1.382055
154.2,1.382308
154.19,1.388142
154.18,1.391693
154.17,1.392454
154.16,1.396258
154.15,1.397019
154.13,1.398541
154.12,1.398795
154,1.399302
153.99,1.40615
153.98,1.411984
153.97,1.414013
153.96,1.421115
153.95,1.421622
153.94,1.421875
153.92,1.422129
153.8,1.422636
153.79,1.429738
153.78,1.437094
153.77,1.439123
153.76,1.442166
153.75,1.443434
153.72,1.444449
153.6,1.444956
153.59,1.451297
153.58,1.455102
153.57,1.457892
153.56,1.461442
153.55,1.461696
153.54,1.462203
153.52,1.462711
153.4,1.462964
153.39,1.467022
153.38,1.47311
153.37,1.475392
153.36,1.479197
153.35,1.479958
153.34,1.481226
153.2,1.48148
153.19,1.489342
153.18,1.495937
153.17,1.498727
153.16,1.502024
153.15,1.502531
153.13,1.502785
153.1,1.503039
153,1.503292
152.99,1.509633
152.98,1.514452
